,Sector_score,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Money_Value,Score_MV,Risk_D,District_Loss,RiSk_E,History,Score,Inherent_Risk,CONTROL_RISK,Audit_Risk,Risk,MONEY_Marks
374,1.99,0.6,0.2,0.12,0.0,0.2,0.0,0.6,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.52,0.4,0.304,0,2
375,1.99,0.85,0.2,0.17,0.0,0.2,0.0,0.85,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.57,0.4,0.314,0,2
376,1.99,1.19,0.4,0.476,0.0,0.2,0.0,1.19,5.0,0.2,29.76,0.6,17.856,2,0.4,0,2.6,19.732,0.4,3.9464,1,6
377,1.99,1.23,0.4,0.492,0.0,0.2,0.0,1.23,5.0,0.2,0.11,0.2,0.022,2,0.4,0,2.2,1.914,0.4,0.3828,0,2
378,1.99,1.12,0.4,0.448,0.0,0.2,0.0,1.12,5.0,0.2,0.05,0.2,0.01,2,0.4,0,2.2,1.858,0.4,0.3716,0,2
379,1.99,1.53,0.4,0.612,0.0,0.2,0.0,1.53,5.0,0.2,0.03,0.2,0.006,4,0.8,0,2.4,2.418,0.8,0.9672,0,2
380,1.99,0.77,0.2,0.154,0.0,0.2,0.0,0.77,5.0,0.2,0.0,0.2,0.0,4,0.8,0,2.2,1.954,0.8,0.7816,0,2
381,1.99,0.56,0.2,0.112,0.0,0.2,0.0,0.56,5.0,0.2,0.0,0.2,0.0,4,0.8,0,2.2,1.912,0.8,0.7648,0,2
382,1.99,1.82,0.4,0.728,0.0,0.2,0.0,1.82,5.0,0.2,85.13,0.6,51.078,4,0.8,0,2.8,53.606,0.8,21.4424,1,6
383,1.99,0.44,0.2,0.088,0.0,0.2,0.0,0.44,5.0,0.2,0.04,0.2,0.008,4,0.8,0,2.2,1.896,0.8,0.7584,0,2
384,1.99,1.46,0.4,0.584,0.0,0.2,0.0,1.46,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.984,0.4,0.3968,0,2
385,1.99,1.12,0.4,0.448,0.0,0.2,0.0,1.12,5.0,0.2,10.98,0.6,6.588,2,0.4,0,2.6,8.436,0.4,1.6872,1,6
386,1.99,1.56,0.4,0.624,0.0,0.2,0.0,1.56,5.0,0.2,0.1,0.2,0.02,2,0.4,0,2.2,2.044,0.4,0.4088,0,2
387,1.99,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
388,1.99,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
389,1.85,11.24,0.6,6.744,9.49,0.6,5.694,20.73,5.5,0.4,173.02,0.6,103.812,2,0.4,0,4.4,118.85,0.4,23.77,1,6
390,1.85,3.7,0.6,2.22,0.0,0.2,0.0,3.7,5.0,0.2,0.12,0.2,0.024,2,0.4,0,2.4,3.644,0.4,0.7288,0,2
392,1.85,0.47,0.2,0.094,1.59,0.4,0.636,2.06,5.0,0.2,1.24,0.2,0.248,2,0.4,0,2.6,2.378,0.4,0.4756,0,2
393,1.85,0.95,0.2,0.19,1.33,0.4,0.532,2.28,5.0,0.2,0.07,0.2,0.014,4,0.8,0,2.8,2.536,0.8,1.0144,1,2
394,1.85,13.15,0.6,7.89,1.63,0.4,0.652,14.78,5.0,0.2,1.19,0.2,0.238,4,0.8,0,3.2,10.58,0.8,4.232,1,2
395,1.85,3.17,0.6,1.902,0.44,0.2,0.088,3.61,5.0,0.2,0.0,0.2,0.0,4,0.8,0,2.6,3.79,0.8,1.516,1,2
396,1.85,7.02,0.6,4.212,1.77,0.4,0.708,8.79,5.0,0.2,0.0,0.2,0.0,4,0.8,0,3.2,6.72,0.8,2.688,1,2
397,1.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
399,1.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,10.53,0.6,6.318,4,0.8,0,2.6,8.118,0.8,3.2472,1,6
400,1.85,9.19,0.6,5.514,4.2,0.6,2.52,13.39,5.0,0.2,0.52,0.2,0.104,2,0.4,0,3.6,9.538,0.4,1.9076,1,2
401,1.85,9.14,0.6,5.484,1.22,0.4,0.488,10.36,5.0,0.2,0.0,0.2,0.0,6,1.2,0,3.4,8.172,1.2,4.9032,1,2
402,1.85,0.26,0.2,0.052,0.0,0.2,0.0,0.26,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.452,0.4,0.2904,0,2
403,1.85,3.05,0.6,1.83,0.05,0.2,0.01,3.1,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,3.24,0.4,0.648,0,2
404,1.85,0.56,0.2,0.112,72.0,0.6,43.2,72.56,5.0,0.2,0.51,0.2,0.102,2,0.4,0,3.2,44.814,0.4,8.9628,1,2
405,1.85,2.96,0.6,1.776,0.15,0.2,0.03,3.11,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,3.206,0.4,0.6412,0,2
406,1.85,2.48,0.6,1.488,0.0,0.2,0.0,2.48,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,2.888,0.4,0.5776,0,2
407,1.85,9.94,0.6,5.964,0.44,0.2,0.088,10.38,5.0,0.2,0.15,0.2,0.03,2,0.4,0,2.4,7.482,0.4,1.4964,1,2
408,1.85,5.13,0.6,3.078,0.09,0.2,0.018,5.22,5.0,0.2,0.01,0.2,0.002,2,0.4,0,2.4,4.498,0.4,0.8996,0,2
409,1.85,2.49,0.6,1.494,0.29,0.2,0.058,2.78,5.0,0.2,0.49,0.2,0.098,2,0.4,0,2.4,3.05,0.4,0.61,0,2
410,1.85,7.22,0.6,4.332,0.28,0.2,0.056,7.5,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,5.788,0.4,1.1576,1,2
411,1.85,0.71,0.2,0.142,0.66,0.2,0.132,1.37,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.674,0.4,0.3348,0,2
412,1.85,19.21,0.6,11.526,2.47,0.6,1.482,21.68,5.0,0.2,0.0,0.2,0.0,6,1.2,0,4.0,15.208,1.2,9.1248,1,2
415,1.85,4.04,0.6,2.424,0.0,0.2,0.0,4.04,5.0,0.2,0.79,0.2,0.158,6,1.2,0,2.8,4.782,1.2,2.8692,1,2
416,1.85,2.81,0.6,1.686,0.11,0.2,0.022,2.92,5.0,0.2,19.45,0.6,11.67,6,1.2,0,3.2,15.578,1.2,9.3468,1,6
417,1.85,5.87,0.6,3.522,0.0,0.2,0.0,5.87,5.0,0.2,0.44,0.2,0.088,6,1.2,0,2.8,5.81,1.2,3.486,1,2
418,1.85,1.75,0.4,0.7,0.0,0.2,0.0,1.75,5.0,0.2,0.35,0.2,0.07,6,1.2,0,2.6,2.97,1.2,1.782,1,2
419,1.85,2.05,0.6,1.23,0.0,0.2,0.0,2.05,5.0,0.2,3.53,0.2,0.706,6,1.2,0,2.8,4.136,1.2,2.4816,1,2
421,1.85,3.67,0.6,2.202,0.18,0.2,0.036,3.85,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,3.638,0.4,0.7276,0,2
422,1.85,0.64,0.2,0.128,0.95,0.2,0.19,1.59,5.0,0.2,0.0,0.2,0.0,2,0.4,1,2.2,2.118,0.8,0.8472,0,2
423,1.85,7.37,0.6,4.422,1.64,0.4,0.656,9.01,5.0,0.2,0.08,0.2,0.016,2,0.4,0,3.0,6.494,0.4,1.2988,1,2
424,1.85,10.79,0.6,6.474,0.67,0.2,0.134,11.46,5.0,0.2,0.04,0.2,0.008,2,0.4,0,2.4,8.016,0.4,1.6032,1,2
425,1.85,10.02,0.6,6.012,0.95,0.2,0.19,10.97,5.0,0.2,0.43,0.2,0.086,2,0.4,0,2.4,7.688,0.4,1.5376,1,2
426,1.85,0.44,0.2,0.088,0.62,0.2,0.124,1.06,5.0,0.2,0.64,0.2,0.128,2,0.4,0,2.0,1.74,0.4,0.348,0,2
427,1.85,2.89,0.6,1.734,0.11,0.2,0.022,3.0,5.0,0.2,0.04,0.2,0.008,2,0.4,0,2.4,3.164,0.4,0.6328,0,2
428,1.85,0.6,0.2,0.12,1.14,0.4,0.456,1.74,5.0,0.2,0.43,0.2,0.086,2,0.4,0,2.6,2.062,0.4,0.4124,0,2
429,1.85,0.79,0.2,0.158,1.01,0.4,0.404,1.8,5.0,0.2,0.57,0.2,0.114,2,0.4,0,2.6,2.076,0.4,0.4152,0,2
430,1.85,3.26,0.6,1.956,0.36,0.2,0.072,3.62,5.0,0.2,0.02,0.2,0.004,2,0.4,0,2.4,3.432,0.4,0.6864,0,2
431,1.85,8.94,0.6,5.364,1.32,0.4,0.528,10.26,5.0,0.2,0.02,0.2,0.004,2,0.4,0,3.0,7.296,0.4,1.4592,1,2
432,1.85,4.6,0.6,2.76,1.17,0.4,0.468,5.77,5.0,0.2,0.04,0.2,0.008,2,0.4,0,3.0,4.636,0.4,0.9272,0,2
433,1.85,7.01,0.6,4.206,1.12,0.4,0.448,8.13,5.0,0.2,0.1,0.2,0.02,2,0.4,0,3.0,6.074,0.4,1.2148,1,2
434,1.85,1.04,0.4,0.416,0.91,0.2,0.182,1.95,5.0,0.2,0.37,0.2,0.074,2,0.4,0,2.2,2.072,0.4,0.4144,0,2
435,1.85,2.81,0.6,1.686,0.41,0.2,0.082,3.22,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,3.168,0.4,0.6336,0,2
436,1.85,0.7,0.2,0.14,0.6,0.2,0.12,1.3,5.0,0.2,0.51,0.2,0.102,2,0.4,0,2.0,1.762,0.4,0.3524,0,2
437,1.85,0.78,0.2,0.156,0.97,0.2,0.194,1.75,5.0,0.2,0.97,0.2,0.194,2,0.4,0,2.0,1.944,0.4,0.3888,0,2
438,1.85,7.09,0.6,4.254,1.95,0.4,0.78,9.04,5.0,0.2,0.0,0.2,0.0,2,0.4,0,3.0,6.434,0.4,1.2868,1,2
439,1.85,1.39,0.4,0.556,1.1,0.4,0.44,2.49,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.8,2.396,0.4,0.4792,0,2
440,1.85,2.46,0.6,1.476,0.37,0.2,0.074,2.83,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,2.95,0.4,0.59,0,2
441,1.85,2.48,0.6,1.488,0.1,0.2,0.02,2.58,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,2.908,0.4,0.5816,0,2
442,1.85,1.28,0.4,0.512,1.75,0.4,0.7,3.03,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.8,2.612,0.4,0.5224,0,2
443,1.85,3.83,0.6,2.298,0.28,0.2,0.056,4.11,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,3.754,0.4,0.7508,0,2
444,1.85,3.74,0.6,2.244,0.55,0.2,0.11,4.29,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,3.754,0.4,0.7508,0,2
445,1.85,11.44,0.6,6.864,1.41,0.4,0.564,12.85,5.0,0.2,0.04,0.2,0.008,2,0.4,0,3.0,8.836,0.4,1.7672,1,2
446,1.85,4.99,0.6,2.994,0.64,0.2,0.128,5.63,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,4.522,0.4,0.9044,0,2
447,1.85,8.25,0.6,4.95,1.59,0.4,0.636,9.84,5.0,0.2,0.02,0.2,0.004,2,0.4,0,3.0,6.99,0.4,1.398,1,2
448,1.85,0.25,0.2,0.05,1.8,0.4,0.72,2.05,5.0,0.2,0.74,0.2,0.148,2,0.4,0,2.6,2.318,0.4,0.4636,0,2
449,1.85,7.2,0.6,4.32,0.43,0.2,0.086,7.63,5.0,0.2,0.01,0.2,0.002,2,0.4,0,2.4,5.808,0.4,1.1616,1,2
450,1.85,0.73,0.2,0.146,1.24,0.4,0.496,1.97,5.0,0.2,0.2,0.2,0.04,2,0.4,0,2.6,2.082,0.4,0.4164,0,2
451,1.85,5.2,0.6,3.12,0.0,0.2,0.0,5.2,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,4.52,0.4,0.904,0,2
452,1.85,1.16,0.4,0.464,0.0,0.2,0.0,1.16,5.0,0.2,0.11,0.2,0.022,6,1.2,0,2.6,2.686,1.2,1.6116,1,2
453,1.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.19,0.2,0.038,6,1.2,0,2.4,2.238,1.2,1.3428,1,2
454,1.85,0.65,0.2,0.13,0.03,0.2,0.006,0.68,5.0,0.2,0.14,0.2,0.028,2,0.4,0,2.0,1.564,0.4,0.3128,0,2
455,1.85,0.79,0.2,0.158,0.0,0.2,0.0,0.79,5.0,0.2,3.54,0.2,0.708,2,0.4,0,2.0,2.266,0.4,0.4532,0,2
456,1.85,3.28,0.6,1.968,0.25,0.2,0.05,3.53,5.0,0.2,0.04,0.2,0.008,6,1.2,0,2.8,4.226,1.2,2.5356,1,2
457,1.85,0.9,0.2,0.18,0.0,0.2,0.0,0.9,5.0,0.2,0.13,0.2,0.026,6,1.2,0,2.4,2.406,1.2,1.4436,1,2
458,1.85,5.0,0.6,3.0,0.54,0.2,0.108,5.54,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,4.508,0.4,0.9016,0,2
459,1.85,7.07,0.6,4.242,0.72,0.2,0.144,7.79,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,5.786,0.4,1.1572,1,2
460,1.85,1.08,0.4,0.432,1.98,0.4,0.792,3.06,5.0,0.2,3.92,0.2,0.784,2,0.4,0,2.8,3.408,0.4,0.6816,0,2
461,1.85,3.46,0.6,2.076,0.09,0.2,0.018,3.55,5.0,0.2,0.06,0.2,0.012,2,0.4,0,2.4,3.506,0.4,0.7012,0,2
462,1.85,0.6,0.2,0.12,1.08,0.4,0.432,1.68,5.0,0.2,0.33,0.2,0.066,2,0.4,0,2.6,2.018,0.4,0.4036,0,2
463,1.85,3.92,0.6,2.352,1.08,0.4,0.432,5.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,3.0,4.184,0.4,0.8368,0,2
465,1.85,0.99,0.2,0.198,0.0,0.2,0.0,0.99,5.0,0.2,0.0,0.2,0.0,4,0.8,0,2.2,1.998,0.8,0.7992,0,2
466,1.85,0.17,0.2,0.034,0.11,0.2,0.022,0.28,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.456,0.4,0.2912,0,2
468,1.85,1.69,0.4,0.676,0.21,0.2,0.042,1.9,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,2.118,0.4,0.4236,0,2
469,1.85,0.18,0.2,0.036,0.63,0.2,0.126,0.81,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.562,0.4,0.3124,0,2
470,1.85,0.01,0.2,0.002,0.91,0.2,0.182,0.92,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.584,0.4,0.3168,0,2
471,1.85,0.88,0.2,0.176,1.5,0.4,0.6,2.38,5.0,0.2,0.19,0.2,0.038,2,0.4,0,2.6,2.214,0.4,0.4428,0,2
472,1.85,1.17,0.4,0.468,0.15,0.2,0.03,1.32,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.898,0.4,0.3796,0,2
473,1.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,4,0.8,0,2.2,1.8,0.8,0.72,0,2
474,1.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
475,1.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.2,0.2,0.04,4,0.8,0,2.2,1.84,0.8,0.736,0,2
476,1.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
477,1.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,6,1.2,0,2.4,2.2,1.2,1.32,1,2
478,1.85,0.99,0.2,0.198,0.11,0.2,0.022,1.1,5.0,0.2,0.0,0.2,0.0,6,1.2,0,2.4,2.42,1.2,1.452,1,2
479,1.85,0.21,0.2,0.042,0.0,0.2,0.0,0.21,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.442,0.4,0.2884,0,2
480,1.85,2.2,0.6,1.32,0.28,0.2,0.056,2.48,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,2.776,0.4,0.5552,0,2
481,1.85,3.31,0.6,1.986,0.17,0.2,0.034,3.48,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,3.42,0.4,0.684,0,2
482,1.85,2.43,0.6,1.458,0.27,0.2,0.054,2.7,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.4,2.912,0.4,0.5824,0,2
483,1.85,13.91,0.6,8.346,0.5,0.2,0.1,14.41,5.0,0.2,0.19,0.2,0.038,2,0.4,0,2.4,9.884,0.4,1.9768,1,2
487,2.37,0.56,0.2,0.112,0.7,0.2,0.14,1.26,5.0,0.2,0.0,0.2,0.0,6,1.2,0,2.4,2.452,1.2,1.4712,1,2
488,2.37,0.56,0.2,0.112,0.08,0.2,0.016,0.64,5.0,0.2,0.05,0.2,0.01,6,1.2,0,2.4,2.338,1.2,1.4028,1,2
489,2.34,3.95,0.6,2.37,0.0,0.2,0.0,0.0,5.5,0.4,83.96,0.6,50.376,6,1.2,1,3.8,56.546,1.6,45.2368,1,6
490,2.34,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
491,2.34,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
492,2.34,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
493,2.34,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
496,15.56,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,23.97,0.6,14.382,6,1.2,0,2.8,16.582,1.2,9.9492,1,6
497,17.68,2.52,0.6,1.512,20.28,0.6,12.168,22.8,5.0,0.2,70.56,0.6,42.336,6,1.2,0,4.4,58.216,1.2,34.9296,1,6
498,21.61,3.14,0.6,1.884,5.68,0.6,3.408,8.82,5.5,0.4,11.33,0.6,6.798,4,0.8,0,4.6,15.09,0.8,6.036,1,6
499,21.61,0.88,0.2,0.176,1.07,0.4,0.428,1.95,5.0,0.2,0.76,0.2,0.152,2,0.4,0,2.6,2.156,0.4,0.4312,0,2
500,21.61,0.8,0.2,0.16,0.82,0.2,0.164,1.62,5.0,0.2,1.32,0.2,0.264,2,0.4,0,2.0,1.988,0.4,0.3976,0,2
501,21.61,0.7,0.2,0.14,0.72,0.2,0.144,1.42,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.684,0.4,0.3368,0,2
502,21.61,0.0,0.2,0.0,0.39,0.2,0.078,0.39,5.0,0.2,0.24,0.2,0.048,2,0.4,0,2.0,1.526,0.4,0.3052,0,2
503,21.61,0.33,0.2,0.066,0.0,0.2,0.0,0.33,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.466,0.4,0.2932,0,2
504,21.61,0.28,0.2,0.056,0.16,0.2,0.032,0.44,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.488,0.4,0.2976,0,2
505,21.61,0.19,0.2,0.038,0.27,0.2,0.054,0.46,5.0,0.2,0.65,0.2,0.13,2,0.4,0,2.0,1.622,0.4,0.3244,0,2
506,21.61,0.53,0.2,0.106,0.62,0.2,0.124,1.15,5.0,0.2,0.01,0.2,0.002,2,0.4,0,2.0,1.632,0.4,0.3264,0,2
507,21.61,0.46,0.2,0.092,0.88,0.2,0.176,1.34,5.0,0.2,0.58,0.2,0.116,2,0.4,0,2.0,1.784,0.4,0.3568,0,2
508,21.61,0.31,0.2,0.062,0.28,0.2,0.056,0.59,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.518,0.4,0.3036,0,2
510,21.61,0.75,0.2,0.15,0.9,0.2,0.18,1.65,5.0,0.2,1.4,0.2,0.28,2,0.4,0,2.0,2.01,0.4,0.402,0,2
511,21.61,0.85,0.2,0.17,0.93,0.2,0.186,1.78,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.756,0.4,0.3512,0,2
512,21.61,0.34,0.2,0.068,0.36,0.2,0.072,0.7,5.0,0.2,0.03,0.2,0.006,2,0.4,0,2.0,1.546,0.4,0.3092,0,2
513,21.61,0.66,0.2,0.132,0.81,0.2,0.162,1.47,5.0,0.2,0.03,0.2,0.006,2,0.4,0,2.0,1.7,0.4,0.34,0,2
514,21.61,0.59,0.2,0.118,0.69,0.2,0.138,1.28,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.656,0.4,0.3312,0,2
515,21.61,0.61,0.2,0.122,0.63,0.2,0.126,1.24,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.648,0.4,0.3296,0,2
516,21.61,0.72,0.2,0.144,0.8,0.2,0.16,1.52,5.0,0.2,0.02,0.2,0.004,2,0.4,0,2.0,1.708,0.4,0.3416,0,2
517,21.61,0.37,0.2,0.074,0.1,0.2,0.02,0.47,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.494,0.4,0.2988,0,2
518,21.61,0.62,0.2,0.124,0.71,0.2,0.142,1.33,5.0,0.2,0.08,0.2,0.016,2,0.4,0,2.0,1.682,0.4,0.3364,0,2
519,21.61,0.98,0.2,0.196,1.14,0.4,0.456,2.12,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.6,2.052,0.4,0.4104,0,2
520,21.61,0.32,0.2,0.064,0.0,0.2,0.0,0.32,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.464,0.4,0.2928,0,2
521,21.61,0.56,0.2,0.112,0.63,0.2,0.126,1.19,5.0,0.2,0.09,0.2,0.018,2,0.4,0,2.0,1.656,0.4,0.3312,0,2
522,21.61,0.54,0.2,0.108,0.56,0.2,0.112,1.1,5.0,0.2,0.8,0.2,0.16,2,0.4,0,2.0,1.78,0.4,0.356,0,2
523,21.61,0.63,0.2,0.126,0.69,0.2,0.138,1.32,5.0,0.2,0.32,0.2,0.064,2,0.4,0,2.0,1.728,0.4,0.3456,0,2
524,21.61,0.37,0.2,0.074,0.46,0.2,0.092,0.83,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.566,0.4,0.3132,0,2
525,21.61,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
526,21.61,0.29,0.2,0.058,0.33,0.2,0.066,0.62,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.524,0.4,0.3048,0,2
527,21.61,0.67,0.2,0.134,0.76,0.2,0.152,1.43,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.686,0.4,0.3372,0,2
528,21.61,0.43,0.2,0.086,0.0,0.2,0.0,0.43,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.486,0.4,0.2972,0,2
529,21.61,0.67,0.2,0.134,0.75,0.2,0.15,1.42,5.0,0.2,0.39,0.2,0.078,2,0.4,0,2.0,1.762,0.4,0.3524,0,2
530,21.61,0.84,0.2,0.168,1.09,0.4,0.436,1.93,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.6,2.004,0.4,0.4008,0,2
531,21.61,0.52,0.2,0.104,0.68,0.2,0.136,1.2,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.64,0.4,0.328,0,2
532,21.61,0.38,0.2,0.076,0.48,0.2,0.096,0.86,5.0,0.2,0.33,0.2,0.066,2,0.4,0,2.0,1.638,0.4,0.3276,0,2
533,21.61,0.19,0.2,0.038,0.23,0.2,0.046,0.42,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.484,0.4,0.2968,0,2
534,21.61,0.27,0.2,0.054,0.35,0.2,0.07,0.62,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.524,0.4,0.3048,0,2
535,21.61,0.34,0.2,0.068,0.27,0.2,0.054,0.61,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.522,0.4,0.3044,0,2
536,21.61,0.02,0.2,0.004,0.66,0.2,0.132,0.68,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.536,0.4,0.3072,0,2
537,21.61,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.03,0.2,0.006,2,0.4,0,2.0,1.406,0.4,0.2812,0,2
538,21.61,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
539,59.85,1.94,0.4,0.776,6.69,0.6,4.014,8.63,5.5,0.4,13.3,0.6,7.98,6,1.2,1,4.8,16.57,1.6,13.256,1,6
540,59.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.29,0.2,0.058,2,0.4,0,2.0,1.458,0.4,0.2916,0,2
541,59.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,3.3,0.2,0.66,2,0.4,0,2.0,2.06,0.4,0.412,0,2
542,59.85,0.27,0.2,0.054,0.0,0.2,0.0,0.27,5.0,0.2,16.09,0.6,9.654,2,0.4,0,2.4,11.108,0.4,2.2216,1,6
543,59.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.44,0.2,0.288,2,0.4,0,2.0,1.688,0.4,0.3376,0,2
544,59.85,0.03,0.2,0.006,0.0,0.2,0.0,0.03,5.0,0.2,1.66,0.2,0.332,2,0.4,0,2.0,1.738,0.4,0.3476,0,2
545,59.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.19,0.2,0.038,2,0.4,0,2.0,1.438,0.4,0.2876,0,2
546,59.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.7,0.2,0.14,2,0.4,0,2.0,1.54,0.4,0.308,0,2
547,59.85,0.05,0.2,0.01,0.0,0.2,0.0,0.05,5.0,0.2,0.63,0.2,0.126,2,0.4,0,2.0,1.536,0.4,0.3072,0,2
548,59.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.93,0.2,0.186,2,0.4,0,2.0,1.586,0.4,0.3172,0,2
549,59.85,0.03,0.2,0.006,0.0,0.2,0.0,0.03,5.0,0.2,1.22,0.2,0.244,2,0.4,0,2.0,1.65,0.4,0.33,0,2
551,59.85,0.01,0.2,0.002,0.11,0.2,0.022,0.12,5.0,0.2,1.03,0.2,0.206,2,0.4,0,2.0,1.63,0.4,0.326,0,2
552,59.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,2.86,0.2,0.572,2,0.4,0,2.0,1.972,0.4,0.3944,0,2
553,59.85,0.03,0.2,0.006,0.0,0.2,0.0,0.03,5.0,0.2,1.55,0.2,0.31,2,0.4,0,2.0,1.716,0.4,0.3432,0,2
554,59.85,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,2.39,0.2,0.478,2,0.4,0,2.0,1.878,0.4,0.3756,0,2
